business_id,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24
Z4a9QmzKt7dB4Ju59yQOMA,General Dentistry,Cosmetic Dentists,Dentists,Health & Medical,,,,,,,,,,,,,,,,,,,,
owojNdOuXE6yt6YlBZ0G7g,Local Services,Appliances & Repair,,,,,,,,,,,,,,,,,,,,,,
Kf7BkRyLGCvpScweezL-cg,Health & Medical,Pediatric Dentists,Dentists,Periodontists,General Dentistry,Cosmetic Dentists,,,,,,,,,,,,,,,,,,
NH6ryfY5gRpvuUUWnWanAw,Auto Repair,Automotive,,,,,,,,,,,,,,,,,,,,,,
LniDuCIZFi5_AGII2U-RuA,Financial Services,Banks & Credit Unions,,,,,,,,,,,,,,,,,,,,,,
5PP6BwtNYlPARHApB9lzcQ,Restaurants,Bars,Sports Bars,Beer,Wine & Spirits,Pubs,Nightlife,Food,Lounges,American (Traditional),Breakfast & Brunch,,,,,,,,,,,,,
fJasbwbP1DiAI4uMYfI03g,Nail Salons,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,,
-DLxOk2wZblIJ_8uLugQUQ,Health & Medical,Chiropractors,,,,,,,,,,,,,,,,,,,,,,
AztVIokc5VtP4m8r6kSnWw,Fast Food,Sandwiches,Restaurants,,,,,,,,,,,,,,,,,,,,,
T70pMoTP008qYLsIvFCXdQ,Coffee & Tea,Food,Restaurants,American (New),Vegan,,,,,,,,,,,,,,,,,,,
F_tQbdZrTDPCg7fd8uirng,Makeup Artists,Blow Dry/Out Services,Beauty & Spas,Hair Salons,Hair Extensions,,,,,,,,,,,,,,,,,,,
7WHAdFHiHLmNJN72M_AKYQ,Noodles,Chinese,Restaurants,,,,,,,,,,,,,,,,,,,,,
BctlKL-_X7Mk0toSZ8FAjg,Beauty & Spas,Hair Stylists,Hair Salons,,,,,,,,,,,,,,,,,,,,,
nTYSlKiqgYE-fbmfINZQew,Barbers,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,,
ATErtjbLCxEPOD8ICKKr5Q,Sushi Bars,Japanese,Restaurants,,,,,,,,,,,,,,,,,,,,,
AxXcGjLCTVkeLwPRMHVL8Q,Home Services,Home Inspectors,,,,,,,,,,,,,,,,,,,,,,
pDMndNQyFDXL1y88MPDA3Q,Bagels,Food,,,,,,,,,,,,,,,,,,,,,,
BozDqucrH17LmBsmfOwWkA,Restaurants,Sandwiches,,,,,,,,,,,,,,,,,,,,,,
rQFdg8AHwL3chq4XtW4Dng,Appraisal Services,Real Estate,Property Management,Home Services,Local Services,Real Estate Services,Real Estate Agents,,,,,,,,,,,,,,,,,
11qkCpHki5hlvYjJHUFPGw,Beauty & Spas,Nail Salons,Eyelash Service,,,,,,,,,,,,,,,,,,,,,
J2EPi4tijO8CyNixaQtzkQ,Massage Therapy,Health & Medical,,,,,,,,,,,,,,,,,,,,,,
uAqVI_FcaiVmH3SbgqABmA,Automotive,Car Wash,,,,,,,,,,,,,,,,,,,,,,
wyUhAO3aON0S0JMRlK9Jzg,Women's Clothing,Fashion,Shoe Stores,Shopping,Men's Clothing,,,,,,,,,,,,,,,,,,,
BCb1gqgvbK5vm2r9_tHLtQ,Active Life,Dance Studios,Fitness & Instruction,Arts & Entertainment,Performing Arts,,,,,,,,,,,,,,,,,,,
Dlv2d2mZbyRIO7V9ZUKoAw,Restaurants,Sushi Bars,,,,,,,,,,,,,,,,,,,,,,
npHRkHxgKjSGcFBi81EBWA,Food,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,,,,,,,,,,,,,,,,,,,,,
guNUPImt6x66rYMqMN1q1g,Pets,Pet Services,Pet Groomers,,,,,,,,,,,,,,,,,,,,,
UztcBDDKj81W1HGDSwnz1w,Florists,Flowers & Gifts,Shopping,Gift Shops,,,,,,,,,,,,,,,,,,,,
M6NT_bDSROzy766gtYECrw,Apartments,Real Estate,Home Services,,,,,,,,,,,,,,,,,,,,,
9qaIiGTEh5TfaByb5pZvnA,Shopping,Drugstores,,,,,,,,,,,,,,,,,,,,,,
pN0PjAqqMI6uIk9x2e85Jw,Party & Event Planning,Filipino,Fast Food,Restaurants,Buffets,Event Planning & Services,,,,,,,,,,,,,,,,,,
uc2SnD53OjaDnwXIfAd-5g,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,,,,,,,,,,
eoLNHNumSrcNUgDuZh326g,Restaurants,Indian,,,,,,,,,,,,,,,,,,,,,,
lhBxu39D92JndgjLwShKaQ,Body Shops,Automotive,Auto Detailing,Auto Repair,,,,,,,,,,,,,,,,,,,,
DnAhRiH_J_91HDjB-6BlSw,Shopping,Grocery,Food,Flowers & Gifts,Convenience Stores,Florists,,,,,,,,,,,,,,,,,,
hMRVvhQhUuBAL3yPcQBteg,Education,Tours,Hotels & Travel,Shopping,Diving,Scuba Diving,Sporting Goods,Snorkeling,Travel Services,Specialty Schools,CPR Classes,Active Life,,,,,,,,,,,,
zrXftjloY-Qdq9wJSI7NmA,Home Services,Garage Door Services,,,,,,,,,,,,,,,,,,,,,,
6s7EpRBSl90fEV0HkKeuVg,Trainers,Fitness & Instruction,Martial Arts,Boxing,Active Life,Gyms,,,,,,,,,,,,,,,,,,
C3RTzlvb26tfA5pQMWATyQ,Beauty & Spas,Hair Stylists,Shopping,Barbers,Hair Salons,Men's Hair Salons,Cosmetics & Beauty Supply,,,,,,,,,,,,,,,,,
364hhL5st0LV16UcBHRJ3A,Restaurants,American (New),Sushi Bars,Asian Fusion,Japanese,Tapas/Small Plates,,,,,,,,,,,,,,,,,,
11ScwtUbfwwHmz-Qa3VeZA,Real Estate,Real Estate Agents,Home Services,Real Estate Services,,,,,,,,,,,,,,,,,,,,
PYUyY5E1MPn_8m9WZeMDHA,Diners,Restaurants,American (Traditional),,,,,,,,,,,,,,,,,,,,,
JkrPUIG4rbrxhLVuXaKozw,Pets,Pet Services,Pet Boarding/Pet Sitting,,,,,,,,,,,,,,,,,,,,,
lINk_EU_elY6iTrfUGcRqg,Mexican,Restaurants,Fast Food,,,,,,,,,,,,,,,,,,,,,
mO786Fl-KJV82FrW00RzBw,Sushi Bars,Restaurants,,,,,,,,,,,,,,,,,,,,,,
nm7qSzUWal1XdXV4aQJ6iQ,Body Shops,Auto Repair,Automotive,,,,,,,,,,,,,,,,,,,,,
BdRS5vtn0tYnNqu42F36Hg,Real Estate,Apartments,Home Services,,,,,,,,,,,,,,,,,,,,,
cqjqc8pd3SCxTDWiH49Q5Q,Arts & Entertainment,Cinema,,,,,,,,,,,,,,,,,,,,,,
t_hsUKs9eNYZcJP3Fl2cyw,Automotive,Towing,,,,,,,,,,,,,,,,,,,,,,
klatCl1AJvm5H_xv3hQopg,Eyelash Service,Hair Salons,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,
puzr-h2qyIz3uUXWJ0AIiA,Dry Cleaning & Laundry,Laundry Services,Local Services,,,,,,,,,,,,,,,,,,,,,
YxzKvetngCbuPH8IiI1RyQ,Flowers & Gifts,Wedding Planning,Event Planning & Services,Local Services,Gift Shops,Florists,Shopping,,,,,,,,,,,,,,,,,
BEplfZTUzYwApjMUaOA12w,Mexican,Restaurants,,,,,,,,,,,,,,,,,,,,,,
u9V8A-vhdj3mo9Ewl2DS7w,Bakeries,Food,,,,,,,,,,,,,,,,,,,,,,
I-qVQ5vncD-MIxA1dSbmvg,Doctors,Radiologists,Health & Medical,Diagnostic Services,Diagnostic Imaging,,,,,,,,,,,,,,,,,,,
mRMljeCr44acwg7KgS1UUg,Street Vendors,Beauty & Spas,Hair Removal,Food,Baby Gear & Furniture,Shopping,Flea Markets,,,,,,,,,,,,,,,,,
GR0fwRuSG_s7FS2XMsblrw,Tobacco Shops,Shopping,,,,,,,,,,,,,,,,,,,,,,
UrhPr4uPoqKrYVANaroqgg,Fast Food,Mexican,Restaurants,Tex-Mex,,,,,,,,,,,,,,,,,,,,
jhjmgnCYsTpIe-XOMZR-vA,Pubs,Irish,Sports Bars,Nightlife,Bars,Restaurants,,,,,,,,,,,,,,,,,,
qOjrEeGGJSGD9iGDr_9cqA,Event Planning & Services,Wedding Planning,,,,,,,,,,,,,,,,,,,,,,
PYDw2RbDoO9DzuIapgI6-w,Convenience Stores,Automotive,Food,Gas Stations,Grocery,,,,,,,,,,,,,,,,,,,
pyu3A-QeT-G9PjL_Eq_lwA,Sewing & Alterations,Local Services,,,,,,,,,,,,,,,,,,,,,,
en48hyqAaf2lnaaTr8WW6w,Taxis,Hotels & Travel,Transportation,,,,,,,,,,,,,,,,,,,,,
nrrFs_wvwjCB4fEhKl0bYw,Pediatricians,Doctors,Cardiologists,Health & Medical,,,,,,,,,,,,,,,,,,,,
LxPNKVBrbqIHog3MI-rkDQ,Event Planning & Services,Hotels,Hotels & Travel,,,,,,,,,,,,,,,,,,,,,
HhLVQg2DAmMll14mNDB4dg,Hair Stylists,Beauty & Spas,Day Spas,Massage,Hair Salons,,,,,,,,,,,,,,,,,,,
ykfsYdN3QF8HEBa9EbJRBg,Food,Sandwiches,Restaurants,Coffee & Tea,Bagels,,,,,,,,,,,,,,,,,,,
2ux8STqB09dO3DgjxO4KSA,Financial Services,Insurance,,,,,,,,,,,,,,,,,,,,,,
2_qs9jCnbZNYIPl7DEcI_w,Arts & Entertainment,Casinos,,,,,,,,,,,,,,,,,,,,,,
cQzFj5GNz8l_VMJJnW4mLw,Restaurants,American (Traditional),,,,,,,,,,,,,,,,,,,,,,
PRiCDulZ7mOUr56s0TC66w,Shopping,Specialty Food,Health Markets,Food,Vitamins & Supplements,,,,,,,,,,,,,,,,,,,
Rn9nEmEOczuwX-XGP45F0A,Automotive,Car Dealers,,,,,,,,,,,,,,,,,,,,,,
rkAxZDtaYtUIvllAub0P6w,Candy Stores,Meat Shops,Food,Specialty Food,,,,,,,,,,,,,,,,,,,,
wyXS7D0brfVmQs1-IlDMFw,Apartments,Home Services,Real Estate,,,,,,,,,,,,,,,,,,,,,
xpckOKzBF_QLN7K5qJhHKg,Health & Medical,Medical Centers,Doctors,Family Practice,,,,,,,,,,,,,,,,,,,,
xLDSUph_8z1NGxLSxfuUaA,Car Stereo Installation,Automotive,Tires,Auto Customization,,,,,,,,,,,,,,,,,,,,
KR9EyPKDACZjPzKvsxBleg,Fences & Gates,Home Services,Metal Fabricators,Local Services,Contractors,,,,,,,,,,,,,,,,,,,
T96ueOXgTy_pl4IGw447Vw,Fashion,Shopping,Shoe Stores,,,,,,,,,,,,,,,,,,,,,
UwanDENbM3PYTpkKqJD4WQ,Cosmetics & Beauty Supply,Beauty & Spas,Shopping,,,,,,,,,,,,,,,,,,,,,
-wDNRL4lm1UgeFLG9KcrjQ,Hawaiian,Restaurants,Japanese,Chinese,,,,,,,,,,,,,,,,,,,,
xo1FxmxwWAXIVZ1MO222dg,Sports Bars,Nightlife,Pubs,American (Traditional),Restaurants,Bars,,,,,,,,,,,,,,,,,,
THrLI7lAIZZv1LD5pVrs5Q,Local Services,Appliances & Repair,Electronics Repair,,,,,,,,,,,,,,,,,,,,,
6BJg2y0hB5zcOkAmeJ2mug,Health & Medical,Massage Therapy,Reflexology,Beauty & Spas,Massage,,,,,,,,,,,,,,,,,,,
pZ542tM-azxBkEn2Xu6WUQ,Nutritionists,Active Life,Health & Medical,Gyms,Fitness & Instruction,Trainers,Weight Loss Centers,Boot Camps,,,,,,,,,,,,,,,,
BpdIgg155d6-8pncVVqcag,Convenience Stores,Shopping,Food,Automotive,Drugstores,Gas Stations,,,,,,,,,,,,,,,,,,
oDOjrOXQRlLphqsfFtwuBg,Tui Na,Beauty & Spas,Massage Therapy,Massage,Health & Medical,Traditional Chinese Medicine,,,,,,,,,,,,,,,,,,
4E3nFi3rrmKbqUjG4erKJw,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,,,,,,,,,,
1Mxmrlws9BUoBvDGwBpUZg,Dance Studios,Arts & Entertainment,Active Life,Fitness & Instruction,,,,,,,,,,,,,,,,,,,,
5PTJ_FzN-tLdt8tZ-vAZFw,Grocery,Plumbing,Local Services,Contractors,Water Purification Services,Water Delivery,Food,Home Services,Water Stores,,,,,,,,,,,,,,,
AiXzyI2Xehh-1yvbB-WcYw,Fast Food,Event Planning & Services,Restaurants,Caterers,Chinese,,,,,,,,,,,,,,,,,,,
O-WNye8_ZlgvI4HfIs5zZA,Laser Hair Removal,Beauty & Spas,Medical Spas,Health & Medical,Endocrinologists,Hair Removal,Doctors,,,,,,,,,,,,,,,,,
vKRlTKiJczqSCLCzNWva8Q,Graphic Design,Web Design,Marketing,Professional Services,,,,,,,,,,,,,,,,,,,,
F6B24-6RTfmio9dXFurmnA,Vehicle Shipping,Towing,Automotive,,,,,,,,,,,,,,,,,,,,,
CWknlmRwYhS7DWPcK7KOhA,Arts & Entertainment,Festivals,,,,,,,,,,,,,,,,,,,,,,
C2881Cb1qEqMgDbqNcI4eg,Books,Mags,Music & Video,Computers,Shopping,Web Design,IT Services & Computer Repair,Software Development,Professional Services,Videos & Video Game Rental,Local Services,Data Recovery,,,,,,,,,,,,
nkEhPZENx6jJzkmYherGYg,Imported Food,Ethnic Food,Specialty Food,Cafes,Food,Ethiopian,Breakfast & Brunch,Restaurants,,,,,,,,,,,,,,,,
23SLUQeoWaW7VLS6gTYn5w,Kids Activities,Education,Preschools,Local Services,Child Care & Day Care,Active Life,,,,,,,,,,,,,,,,,,
ZYkAMs9UcYuwaXSiGczSkA,Restaurants,Fast Food,Burgers,,,,,,,,,,,,,,,,,,,,,
nRdv6Gyg8AThLEj2jz9CCQ,Religious Organizations,Churches,,,,,,,,,,,,,,,,,,,,,,
XfUg7AJJliNGNFseki2y3Q,Tattoo,Beauty & Spas,Piercing,Permanent Makeup,,,,,,,,,,,,,,,,,,,,
kI8WUNHywbPgN6O3LgrfgQ,Shopping,Outlet Stores,Luggage,Accessories,Fashion,,,,,,,,,,,,,,,,,,,
MAGsKKVZ8tdBDVxAxYzKKA,Education,Health & Medical,Colleges & Universities,Acupuncture,,,,,,,,,,,,,,,,,,,,
5PxmfnyL_q6_Gbt46dozRg,Professional Services,Financial Services,Employment Agencies,,,,,,,,,,,,,,,,,,,,,
yS1cIK7bficS2L1sko1t9Q,Physical Therapy,Counseling & Mental Health,Health & Medical,Rehabilitation Center,,,,,,,,,,,,,,,,,,,,
I_hquTl8CCCtKzRzwAKz0w,Property Management,Home Services,Real Estate,,,,,,,,,,,,,,,,,,,,,
yS5PyPDAyisPfNDJZJg_KA,Tobacco Shops,Shopping,,,,,,,,,,,,,,,,,,,,,,
AGN788ObhwXu7rb8MEejIA,Shoe Stores,Shopping,Fashion,,,,,,,,,,,,,,,,,,,,,
xXzGPEk3OWiQ1Q9oaH9CqQ,Hair Salons,Beauty & Spas,Day Spas,Massage,,,,,,,,,,,,,,,,,,,,
B32Ghxep_UhiscserSXMSA,Performing Arts,Arts & Entertainment,Casinos,,,,,,,,,,,,,,,,,,,,,
mMnN9Hmch2m1dtfaUxdkoQ,Apartments,Home Services,Real Estate,,,,,,,,,,,,,,,,,,,,,
IbV8ORH-9SGhsLWYJf4QcQ,Wedding Chapels,Venues & Event Spaces,Wedding Planning,Event Planning & Services,,,,,,,,,,,,,,,,,,,,
24nxRlLvMagVeyO24xKo2Q,Motorcycle Dealers,Tires,Automotive,Motorcycle Repair,,,,,,,,,,,,,,,,,,,,
JpPlBOJg9fb4Ib_iQnnURw,Bars,Nightlife,,,,,,,,,,,,,,,,,,,,,,
gw2HZdpV1UM7ZFUJ-Shqpg,Tobacco Shops,Vape Shops,Shopping,,,,,,,,,,,,,,,,,,,,,
4vwhK3Uxlp2gBtQuP78NOA,Bulgarian,Restaurants,American (Traditional),,,,,,,,,,,,,,,,,,,,,
WO1sgbYB6u6VVcvChanp5g,Restaurants,Korean,,,,,,,,,,,,,,,,,,,,,,
_koUU6QILfRAfW8IfQx4IA,Videographers,Photographers,Event Planning & Services,Professional Services,Event Photography,Video/Film Production,Wedding Planning,Marketing,Photography Stores & Services,Shopping,,,,,,,,,,,,,,
OujKSxiOcpYX3zcsKVhkqg,Arts & Entertainment,Social Clubs,,,,,,,,,,,,,,,,,,,,,,
0HrmyPHRtPwr3NHGQCP0HA,Ethnic Food,Specialty Food,Food,International Grocery,,,,,,,,,,,,,,,,,,,,
0w083-AQWtueIDo-Zgi8TQ,Pet Groomers,Pet Services,Pets,,,,,,,,,,,,,,,,,,,,,
bffIrgDzeZBZ9D3gr0Dwyg,Nail Salons,Hair Salons,Beauty & Spas,Day Spas,Hair Stylists,Skin Care,,,,,,,,,,,,,,,,,,
4L3VJwVqUareUUIGPE2zcw,Indian,Vegetarian,Restaurants,Pakistani,,,,,,,,,,,,,,,,,,,,
bM-rAr7gxsxxjD-FlRcIJA,Hawaiian,Restaurants,Karaoke,Nightlife,Filipino,Asian Fusion,,,,,,,,,,,,,,,,,,
Pu649trd-jqBVDYrVZ-9EQ,Shopping,Women's Clothing,Fashion,,,,,,,,,,,,,,,,,,,,,
O7ot_LMlCfLpOP9tBqeNfw,Japanese,Sushi Bars,Asian Fusion,Restaurants,,,,,,,,,,,,,,,,,,,,
hvuKpdYWyoFm6abwfQiipQ,Restaurants,Pizza,,,,,,,,,,,,,,,,,,,,,,
Ul4tIj6lr0XHsFJWxvnDTA,Real Estate,Home Services,Real Estate Agents,Property Management,,,,,,,,,,,,,,,,,,,,
n4tpkZKqg45ft406vYCF7g,Sports Bars,Bars,Nightlife,,,,,,,,,,,,,,,,,,,,,
CCKvPGRC1_jOBgDw1ozw5A,Nightlife,,,,,,,,,,,,,,,,,,,,,,,
5i5sLQPOkBAE5CoimgiK1g,Active Life,Golf,Restaurants,,,,,,,,,,,,,,,,,,,,,
FGhMs_Ky4NOy9MrUyplXUQ,Dog Parks,Active Life,Playgrounds,Parks,,,,,,,,,,,,,,,,,,,,
D6K3VT6S8FwFm4u5uN8T8g,Restaurants,Tapas Bars,Japanese,Beer,Wine & Spirits,Asian Fusion,Tapas/Small Plates,Vegetarian,Korean,Ramen,Food,,,,,,,,,,,,,
Kqx-Ibq98lRUHeLRpb_xZw,Barbers,Nail Salons,Hair Stylists,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,
zqQ9yqNh0EtCIXATGlBS0A,Italian,Restaurants,,,,,,,,,,,,,,,,,,,,,,
fG-SxubENi-za_7Lec3XkQ,Fitness & Instruction,Active Life,Boot Camps,Trainers,Gyms,,,,,,,,,,,,,,,,,,,
txgJVBK5FpZK3BOh7CPheg,Acai Bowls,Juice Bars & Smoothies,Poke,Food,,,,,,,,,,,,,,,,,,,,
oki9dBSGNqNP6fF3_thB8Q,Electronics Repair,IT Services & Computer Repair,Local Services,Mobile Phone Repair,,,,,,,,,,,,,,,,,,,,
4Dj_DOW8WBQrNjntwnKYBw,Apartments,Real Estate,Home Services,,,,,,,,,,,,,,,,,,,,,
zdovl-r-NKCoFb4QjxeBXg,Hair Salons,Makeup Artists,Event Planning & Services,Wedding Planning,Hair Extensions,Beauty & Spas,,,,,,,,,,,,,,,,,,
Ue2HwjJfz6wMfSX31ITYAA,Butcher,Meat Shops,Specialty Food,Food,,,,,,,,,,,,,,,,,,,,
Ty6Cw-cqTJ-87lVqtigsdg,Automotive,Auto Repair,,,,,,,,,,,,,,,,,,,,,,
ro5z1tILXj0GjK19Ts1fhQ,Home Services,Heating & Air Conditioning/HVAC,Security Systems,,,,,,,,,,,,,,,,,,,,,
3CKfIgVNkbV9hny_j2cK7w,Makeup Artists,Skin Care,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,
YV9GVfmDSDM7HSV0jVdTOA,Restaurants,Mexican,Salad,Fast Food,,,,,,,,,,,,,,,,,,,,
hCjBzbZ-UVDg3oHcasTG2g,Pet Groomers,Veterinarians,Pets,Pet Services,Pet Boarding/Pet Sitting,,,,,,,,,,,,,,,,,,,
vATlDG1ZYad74S8SODOu_A,Massage Therapy,Health & Medical,,,,,,,,,,,,,,,,,,,,,,
5NyAYogQEmUqz7ayXfN6NQ,Skin Care,Beauty & Spas,Health & Medical,Medical Spas,Permanent Makeup,,,,,,,,,,,,,,,,,,,
kUntNQ5P9IrRzEoHdRxV-w,Pizza,Restaurants,,,,,,,,,,,,,,,,,,,,,,
kOufQMa8raTrokRPW2XraA,Yoga,Fitness & Instruction,Active Life,,,,,,,,,,,,,,,,,,,,,
xVo_Qy9vS3yszXMUKCuQAg,Arts & Entertainment,Art Galleries,Beauty & Spas,Shopping,Tattoo,Piercing,Cosmetics & Beauty Supply,,,,,,,,,,,,,,,,,
xGFgWWSNxCBALTUWsJU41g,Desserts,Food,Bakeries,,,,,,,,,,,,,,,,,,,,,
lftpKgL6rdKJxwG6oDZeVw,Shopping,Men's Clothing,Shoe Stores,Fashion,Women's Clothing,,,,,,,,,,,,,,,,,,,
4GGwVzZc5_2xooTRoLrUMw,Hair Extensions,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,
M6-HvE8lj4tJgiJ6xO8Vhw,Hotels & Travel,Hostels,,,,,,,,,,,,,,,,,,,,,,
fcg3CtQvdEcY-fzVVjbnBg,Automotive,Gas Stations,,,,,,,,,,,,,,,,,,,,,,
FTDle9JjFPesq9A0RwP5Ig,Coffee & Tea,Food,,,,,,,,,,,,,,,,,,,,,,
M6kP7sKjIhTKMoS5jer1Kg,Mortgage Brokers,Home Services,Banks & Credit Unions,Real Estate,Financial Services,,,,,,,,,,,,,,,,,,,
CmbBOsZqXGkaFjJXfKz3CA,Education,Child Care & Day Care,Shopping,Toy Stores,Nanny Services,Arts & Crafts,Local Services,,,,,,,,,,,,,,,,,
tsHIGsL9LsXDEjHGhpIbLg,Carpet Cleaning,Local Services,,,,,,,,,,,,,,,,,,,,,,
-NqDorxXXGIvXGYfhMmBNg,Nurseries & Gardening,Gardeners,Home Services,Shopping,Home & Garden,,,,,,,,,,,,,,,,,,,
tt7SU4p6YjcvCZGahIUVFA,Shipping Centers,Local Services,Printing Services,Notaries,,,,,,,,,,,,,,,,,,,,
R_ZlcX46pPdjhjmfd043LA,Steakhouses,Nightlife,Bars,Diners,Restaurants,Seafood,American (Traditional),,,,,,,,,,,,,,,,,
HXVsfbhlta1EznlO55ZvQw,Nail Salons,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,,
lLj9ULb01sNIYDbYbeUqhA,Mexican,Restaurants,,,,,,,,,,,,,,,,,,,,,,
rB68TQ4qM8OpXErv0T4M0Q,Automotive,Food,Gas Stations,Convenience Stores,,,,,,,,,,,,,,,,,,,,
PJYjYb7oKtSwpE613W44bg,Fast Food,Burgers,Restaurants,,,,,,,,,,,,,,,,,,,,,
IzhuMNXqsglIYfCXt9OChw,Beauty & Spas,Day Spas,,,,,,,,,,,,,,,,,,,,,,
kciBKq2_ET8gJNsW6NazVg,Vape Shops,Shopping,Head Shops,Cannabis Clinics,Tobacco Shops,Health & Medical,,,,,,,,,,,,,,,,,,
e4i45yu71otHCPVG4cSPvg,Water Heater Installation/Repair,Plumbing,Home Services,,,,,,,,,,,,,,,,,,,,,
V6u7__4jbEDOgWR8K6qUSw,Restaurants,Mexican,,,,,,,,,,,,,,,,,,,,,,
wKdb1D903wgGdkbgDBuV4A,Education,Adult Education,Veterans Organizations,Colleges & Universities,Social Clubs,Arts & Entertainment,,,,,,,,,,,,,,,,,,
QmIXl-zAw3kBOgnzcLidog,Shopping,Vape Shops,Tobacco Shops,,,,,,,,,,,,,,,,,,,,,
Ia12Kdlxp1rlFKc51pR_PQ,Local Services,Shoe Repair,,,,,,,,,,,,,,,,,,,,,,
CVECSCW-7zDzjpIPxsew4g,Restaurants,Mexican,,,,,,,,,,,,,,,,,,,,,,
TfabYPasZ1oOMN6JLa-yvw,Indian,Restaurants,,,,,,,,,,,,,,,,,,,,,,
ahG8XQK5Aj4kMtOrC8zfTA,Hotels,Event Planning & Services,Hotels & Travel,Restaurants,Arts & Entertainment,Casinos,,,,,,,,,,,,,,,,,,
i8K4qY1VA13eWRQ_zbmuTw,Restaurants,Fast Food,,,,,,,,,,,,,,,,,,,,,,
0mnnlFCploePlnEaddw63g,Salad,Restaurants,Pizza,Italian,,,,,,,,,,,,,,,,,,,,
r6Iq2K5RC_5hFMNkMtsJ_A,Child Care & Day Care,Local Services,,,,,,,,,,,,,,,,,,,,,,
MHl3tm9FERypzXorUrCf_A,Automotive,Car Dealers,Auto Repair,,,,,,,,,,,,,,,,,,,,,
taaYWCkUulZL56qZmS1VzQ,Fast Food,Restaurants,,,,,,,,,,,,,,,,,,,,,,
cTEePhwAMI_KhFXLFbRhNw,Grocery,Bakeries,Convenience Stores,Food,,,,,,,,,,,,,,,,,,,,
s8z8r0MN7S6OzfGld-cEdw,American (New),Restaurants,,,,,,,,,,,,,,,,,,,,,,
MAwYtzO6tmeRyBflVbKAlA,Home Services,Electricians,Handyman,Plumbing,,,,,,,,,,,,,,,,,,,,
iwx-fC72oTDMnDuetYtjnw,Ice Cream & Frozen Yogurt,Desserts,Food,,,,,,,,,,,,,,,,,,,,,
VB8ymeFjiAHvCFxrcJQwTQ,Hotels & Travel,Hotels,Event Planning & Services,,,,,,,,,,,,,,,,,,,,,
_lkoWtIftyznKHIhpDnZyg,Beauty & Spas,Hair Extensions,Hair Salons,,,,,,,,,,,,,,,,,,,,,
WfITErw6wT8HrzQdMeLjsg,Tours,Hotels & Travel,,,,,,,,,,,,,,,,,,,,,,
0ifvapuLuoQmClCLo5r15Q,Apartments,Home Services,Real Estate,,,,,,,,,,,,,,,,,,,,,
vmZ2Lcd4DKp-66P-atmPqg,Beauty & Spas,Jewelry,Piercing,Shopping,,,,,,,,,,,,,,,,,,,,
K6-l8KdNp9QLxGLkxF9C1g,Walk-in Clinics,Hospitals,Urgent Care,Diagnostic Services,Medical Centers,Diagnostic Imaging,Beauty & Spas,Health & Medical,,,,,,,,,,,,,,,,
HAg1cURR8b1f1lVKtbtA8w,Bakeries,Food,Donuts,,,,,,,,,,,,,,,,,,,,,
nYzCr8fcJ2ci4aiB1-hB6w,Food,Breakfast & Brunch,Desserts,Restaurants,Bakeries,Coffee & Tea,Cafes,,,,,,,,,,,,,,,,,
iztJcY9UG8mQpks7MwMr4Q,Beauty & Spas,Makeup Artists,,,,,,,,,,,,,,,,,,,,,,
qYVOl60Fb5u67ZsqpfIp0w,Medical Centers,Health & Medical,Urgent Care,,,,,,,,,,,,,,,,,,,,,
eDq8a0y9-qVUbs4vafIxZQ,Nail Salons,Hair Salons,Hair Stylists,Beauty & Spas,,,,,,,,,,,,,,,,,,,,
84wisPoQCMx8jIY5hF5ALw,Hotels & Travel,Car Rental,,,,,,,,,,,,,,,,,,,,,,
iFS2W1pj0z3BuuotiD3haA,Pet Services,Pets,Pet Stores,Pet Groomers,,,,,,,,,,,,,,,,,,,,
8sN_Xq-GSu3g59R1sHTwEQ,Festivals,Arts & Entertainment,,,,,,,,,,,,,,,,,,,,,,
OjTeQ95H_ta6ISI4UwSx8A,Banks & Credit Unions,Financial Services,,,,,,,,,,,,,,,,,,,,,,
XGu36m693jat1OAKPK838w,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,,
O9vNWU9hDsTNUmleGsMCDQ,Shutters,Home Services,,,,,,,,,,,,,,,,,,,,,,
XKDcHK_GEx02zia4gP0jIQ,Home Services,Real Estate,Apartments,,,,,,,,,,,,,,,,,,,,,
DK1NSR48HJ7bAgM_9qoDug,Home Services,Real Estate,Apartments,,,,,,,,,,,,,,,,,,,,,
M3VCoUK9e9_VzhSFeBnFug,Beauty & Spas,Tattoo,Piercing,,,,,,,,,,,,,,,,,,,,,
mdj9R5jlNHA96jRTwJ9lGw,Junk Removal & Hauling,Local Services,,,,,,,,,,,,,,,,,,,,,,
